Date,Transaction ID,Product Name,Quantity Sold,Unit Price,Total Sale,Customer ID,Region
2024-09-02,73975,Gizmo D,16,19.99,319.84,91080,North
2024-02-06,41835,Widget A,8,5.99,47.92,15681,North
2024-01-20,68375,Widget C,5,9.99,49.95,52762,West
2024-05-12,1068,Widget C,7,9.99,69.93,95184,South
2024-03-02,63682,Gadget B,18,12.5,225.0,17301,West
2024-09-21,58184,Gizmo D,12,19.99,239.88,56762,South
2024-04-13,82410,Widget A,5,5.99,29.95,93767,West
2024-03-18,70911,Widget C,17,9.99,169.83,21854,North
2024-02-13,37432,Gizmo D,18,19.99,359.82,85977,North
2024-05-19,60744,Widget A,17,5.99,101.83,28843,South
2024-08-25,9027,Gadget B,10,12.5,125.0,80280,South
2024-04-12,94097,Gizmo D,19,19.99,379.81,97081,South
2024-04-29,28207,Widget A,11,5.99,65.89,39157,East
2024-02-19,87058,Gadget B,7,12.5,87.5,82309,North
2024-09-11,50560,Widget A,17,5.99,101.83,40679,East
2024-04-05,46021,Widget A,2,5.99,11.98,87099,West
2024-08-18,91402,Widget C,16,9.99,159.84,65266,West
2024-04-10,20929,Gadget B,4,12.5,50.0,94394,South
2024-09-08,82786,Widget A,3,5.99,17.97,34588,West
2024-09-28,14137,Widget C,19,9.99,189.81,12493,North
2024-03-28,80599,Widget C,7,9.99,69.93,77134,North
2024-06-04,7459,Widget C,5,9.99,49.95,64252,West
2024-01-29,8380,Widget C,19,9.99,189.81,12402,North
2024-09-10,8913,Gizmo D,16,19.99,319.84,6229,North
2024-01-10,1187,Gadget B,1,12.5,12.5,70539,South
2024-05-04,46902,Gizmo D,17,19.99,339.83,55596,West
2024-04-24,68292,Widget C,6,9.99,59.94,11768,North
2024-04-05,61541,Widget C,11,9.99,109.89,1668,East
2024-04-12,32198,Widget A,9,5.99,53.91,38979,West
2024-08-31,98659,Gizmo D,11,19.99,219.89,6553,North
2024-02-02,98797,Gadget B,3,12.5,37.5,52545,East
2024-01-23,95464,Gizmo D,17,19.99,339.83,69070,South
2024-04-05,62388,Widget C,8,9.99,79.92,60954,South
2024-06-12,30009,Widget A,9,5.99,53.91,35829,North
2024-05-10,15554,Gizmo D,14,19.99,279.86,61480,North
2024-06-12,75682,Gadget B,6,12.5,75.0,82228,West
2024-05-28,28955,Gadget B,6,12.5,75.0,14342,North
2024-01-30,93825,Widget A,6,5.99,35.94,75641,South
2024-09-25,33525,Gadget B,11,12.5,137.5,4973,North
2024-05-14,54840,Gizmo D,1,19.99,19.99,87179,East
2024-09-24,87648,Gadget B,10,12.5,125.0,64179,East
2024-03-05,99905,Widget A,1,5.99,5.99,88546,West
2024-06-19,69124,Widget C,2,9.99,19.98,61779,South
2024-05-13,22130,Gadget B,5,12.5,62.5,80643,East
2024-01-10,22854,Widget A,6,5.99,35.94,5004,East
2024-02-18,58813,Widget A,18,5.99,107.82,79420,West
2024-05-22,59891,Gizmo D,10,19.99,199.9,23057,West
2024-09-25,10383,Widget A,1,5.99,5.99,47785,South
2024-03-31,2665,Widget C,5,9.99,49.95,67155,East
2024-04-02,90028,Widget A,1,5.99,5.99,62334,South
2024-06-19,85419,Widget C,16,9.99,159.84,68317,South
2024-02-11,40559,Widget A,7,5.99,41.93,91093,South
2024-01-26,42418,Widget C,11,9.99,109.89,89214,West
2024-03-08,22228,Gadget B,20,12.5,250.0,73594,South
2024-09-11,69221,Widget C,9,9.99,89.91,84462,East
2024-09-19,56109,Gadget B,20,12.5,250.0,71759,North
2024-02-15,50284,Gadget B,10,12.5,125.0,84313,West
2024-02-13,33898,Widget C,6,9.99,59.94,90945,West
2024-04-24,38327,Gizmo D,13,19.99,259.87,61235,East
2024-05-13,35114,Widget C,7,9.99,69.93,70202,North
2024-04-15,28437,Gizmo D,11,19.99,219.89,14253,South
2024-03-01,26154,Widget C,5,9.99,49.95,66328,South
2024-08-23,77296,Widget C,3,9.99,29.97,84873,West
2024-08-22,6046,Gizmo D,20,19.99,399.8,91802,North
2024-01-30,64917,Gadget B,5,12.5,62.5,93542,South
2024-03-23,65076,Gizmo D,5,19.99,99.95,10906,East
2024-03-04,62561,Gadget B,20,12.5,250.0,31058,North
2024-02-26,46948,Gizmo D,11,19.99,219.89,65964,West
2024-01-27,62073,Widget C,2,9.99,19.98,74746,West
2024-08-22,10904,Widget C,2,9.99,19.98,73406,South
2024-05-28,48377,Widget A,17,5.99,101.83,22816,South
2024-08-05,62135,Gizmo D,20,19.99,399.8,74415,East
2024-06-27,79037,Widget C,18,9.99,179.82,30199,South
2024-08-19,24181,Widget C,17,9.99,169.83,79636,North
2024-03-06,48620,Gadget B,3,12.5,37.5,85585,North
2024-04-23,23999,Gadget B,1,12.5,12.5,65835,South
2024-02-16,83068,Gizmo D,5,19.99,99.95,31271,West
2024-05-05,54543,Gizmo D,18,19.99,359.82,95788,West
2024-04-14,25738,Gizmo D,3,19.99,59.97,93945,South
2024-07-18,8370,Gadget B,20,12.5,250.0,19196,North
2024-02-18,53794,Gadget B,11,12.5,137.5,73,West
2024-06-29,27877,Widget C,13,9.99,129.87,53551,East
2024-02-04,94658,Widget C,13,9.99,129.87,993,East
2024-04-25,11132,Widget A,11,5.99,65.89,28319,East
2024-02-14,96647,Gadget B,14,12.5,175.0,80761,East
2024-07-31,17314,Widget A,5,5.99,29.95,95122,North
2024-07-18,62587,Gizmo D,11,19.99,219.89,78209,East
2024-08-16,80855,Gizmo D,19,19.99,379.81,75450,South
2024-03-15,60396,Gadget B,16,12.5,200.0,70589,East
2024-07-17,94,Gizmo D,5,19.99,99.95,43685,West
2024-06-29,91226,Gadget B,4,12.5,50.0,41514,East
2024-09-15,73146,Widget C,20,9.99,199.8,75382,North
2024-02-12,19540,Widget A,3,5.99,17.97,73266,East
2024-08-15,829,Gadget B,1,12.5,12.5,29136,East
2024-03-31,49758,Gadget B,6,12.5,75.0,89517,South
2024-02-17,1440,Gadget B,11,12.5,137.5,2179,South
2024-01-23,7528,Gizmo D,6,19.99,119.94,6312,East
2024-08-02,25408,Gadget B,7,12.5,87.5,70647,South
2024-01-01,68652,Gadget B,4,12.5,50.0,69463,West
2024-02-29,39012,Gizmo D,7,19.99,139.93,20796,North
2024-09-17,81879,Gizmo D,8,19.99,159.92,13988,East
2024-05-01,90165,Widget A,2,5.99,11.98,70164,East
2024-07-15,25157,Gadget B,8,12.5,100.0,39933,West
2024-06-29,80820,Gadget B,13,12.5,162.5,89598,North
2024-03-20,81191,Widget A,17,5.99,101.83,98647,South
2024-03-31,27876,Gadget B,19,12.5,237.5,56344,North
2024-03-07,58263,Widget A,16,5.99,95.84,46695,East
2024-05-05,12562,Widget C,7,9.99,69.93,1681,East
2024-05-06,37501,Gizmo D,5,19.99,99.95,53939,East
2024-01-05,58089,Widget A,10,5.99,59.9,37537,South
2024-08-06,60083,Gizmo D,11,19.99,219.89,77695,North
2024-03-02,25000,Gadget B,20,12.5,250.0,52273,East
2024-02-08,12450,Gadget B,17,12.5,212.5,82143,East
2024-07-07,6213,Gadget B,16,12.5,200.0,74459,South
2024-09-10,61677,Gizmo D,7,19.99,139.93,33496,East
2024-05-24,29180,Widget C,7,9.99,69.93,85502,East
2024-04-30,81099,Widget C,3,9.99,29.97,40844,West
2024-04-23,21088,Widget C,15,9.99,149.85,55435,West
2024-07-31,84847,Gadget B,9,12.5,112.5,85718,East
2024-06-18,57923,Widget C,15,9.99,149.85,95973,South
2024-05-28,44133,Widget A,12,5.99,71.88,28320,South
2024-03-22,63119,Gadget B,16,12.5,200.0,40222,East
2024-07-17,91341,Gizmo D,13,19.99,259.87,11936,East
2024-01-04,40406,Gadget B,17,12.5,212.5,90788,North
2024-07-18,51855,Gadget B,18,12.5,225.0,11497,West
2024-03-24,40960,Gizmo D,18,19.99,359.82,36025,North
2024-01-20,58720,Widget C,15,9.99,149.85,38880,East
2024-07-20,1221,Widget A,11,5.99,65.89,44115,West
2024-01-08,97555,Widget C,10,9.99,99.9,99436,West
2024-01-12,47484,Gizmo D,12,19.99,239.88,60909,North
2024-03-22,9400,Gadget B,20,12.5,250.0,56792,West
2024-07-01,86738,Widget C,14,9.99,139.86,51564,North
2024-08-12,48903,Gizmo D,9,19.99,179.91,62109,East
2024-02-26,39887,Gadget B,13,12.5,162.5,13456,East
2024-05-02,7083,Gadget B,10,12.5,125.0,25289,East
2024-09-27,79697,Widget C,9,9.99,89.91,58632,West
2024-02-09,74933,Widget A,18,5.99,107.82,86294,North
2024-02-01,57746,Widget A,9,5.99,53.91,95594,South
2024-08-23,97562,Widget C,8,9.99,79.92,66427,South
2024-05-21,67791,Widget A,3,5.99,17.97,44701,East
2024-07-21,95471,Gadget B,19,12.5,237.5,56764,South
2024-06-27,75421,Widget A,19,5.99,113.81,90866,North
2024-02-14,63890,Widget A,10,5.99,59.9,38389,West
2024-03-23,96883,Widget C,15,9.99,149.85,18695,North
2024-05-09,8766,Widget C,16,9.99,159.84,61008,South
2024-09-28,64102,Widget C,8,9.99,79.92,19944,East
2024-02-15,19125,Widget A,19,5.99,113.81,62231,North
2024-03-28,14738,Widget C,16,9.99,159.84,47263,North
2024-06-23,57915,Gadget B,16,12.5,200.0,65852,North
2024-07-05,64957,Gizmo D,7,19.99,139.93,73152,West
2024-05-28,44354,Widget A,15,5.99,89.85,81285,North
2024-09-17,32265,Widget C,18,9.99,179.82,94385,West
2024-06-24,76472,Gadget B,3,12.5,37.5,68206,East
2024-02-22,65088,Gadget B,4,12.5,50.0,7577,East
2024-09-10,32993,Widget A,15,5.99,89.85,73337,East
2024-06-15,33552,Widget C,13,9.99,129.87,57433,East
2024-09-09,64481,Gizmo D,7,19.99,139.93,58206,South
2024-01-30,4577,Widget C,4,9.99,39.96,98085,South
2024-09-29,34980,Widget A,12,5.99,71.88,442,North
2024-04-05,1960,Widget C,1,9.99,9.99,63200,West
2024-04-29,57057,Gizmo D,18,19.99,359.82,67779,North
2024-02-21,58313,Widget A,12,5.99,71.88,52579,West
2024-04-16,35937,Gadget B,15,12.5,187.5,37869,West
2024-02-22,82322,Gizmo D,19,19.99,379.81,33872,South
2024-02-14,10529,Gadget B,1,12.5,12.5,34753,West
2024-05-22,69236,Widget A,1,5.99,5.99,32036,East
2024-02-01,79775,Widget C,16,9.99,159.84,31544,North
2024-07-16,5550,Gadget B,1,12.5,12.5,60530,North
2024-03-06,7679,Gadget B,8,12.5,100.0,60566,South
2024-04-05,42851,Gadget B,16,12.5,200.0,9612,South
2024-05-26,65631,Gizmo D,20,19.99,399.8,87798,North
2024-06-08,59372,Widget C,8,9.99,79.92,98974,South
2024-01-15,41923,Gizmo D,4,19.99,79.96,17635,North
2024-03-06,89033,Widget A,12,5.99,71.88,61434,South
2024-07-10,53359,Gadget B,1,12.5,12.5,25384,West
2024-04-26,53263,Widget C,8,9.99,79.92,37762,East
2024-08-31,2356,Widget C,16,9.99,159.84,57733,East
2024-02-24,13441,Widget C,9,9.99,89.91,503,East
2024-09-09,9819,Widget C,3,9.99,29.97,93877,East
2024-07-09,54198,Gadget B,2,12.5,25.0,71260,East
2024-01-14,74188,Widget A,8,5.99,47.92,14078,West
2024-06-05,16490,Widget A,16,5.99,95.84,45364,East
2024-03-26,3269,Widget A,17,5.99,101.83,29567,North
2024-01-31,20349,Gadget B,3,12.5,37.5,14996,South
2024-08-06,27505,Widget A,4,5.99,23.96,92807,West
2024-05-23,1772,Widget C,15,9.99,149.85,44527,South
2024-03-09,24241,Gadget B,7,12.5,87.5,82916,South
2024-04-12,71044,Gizmo D,4,19.99,79.96,92885,South
2024-01-26,6408,Widget C,11,9.99,109.89,63831,West
2024-05-18,2326,Gadget B,15,12.5,187.5,66374,South
2024-01-16,22679,Widget A,2,5.99,11.98,94031,South
2024-04-11,51568,Gadget B,10,12.5,125.0,49752,West
2024-04-15,74948,Gizmo D,17,19.99,339.83,31477,North
2024-04-17,17503,Gizmo D,16,19.99,319.84,59789,North
2024-09-06,48967,Widget A,9,5.99,53.91,91574,North
2024-08-14,92465,Gadget B,15,12.5,187.5,54916,East
2024-08-24,74033,Gizmo D,6,19.99,119.94,98175,West
2024-03-19,43221,Gizmo D,8,19.99,159.92,59059,East
2024-03-27,87363,Widget C,7,9.99,69.93,62956,East
2024-04-26,31750,Widget C,17,9.99,169.83,62278,North
2024-09-14,54229,Widget A,16,5.99,95.84,35464,East
2024-04-12,20976,Widget A,15,5.99,89.85,67550,South
2024-05-30,16484,Gadget B,2,12.5,25.0,32372,North
2024-03-11,79967,Widget C,13,9.99,129.87,93735,West
2024-07-17,62730,Gizmo D,1,19.99,19.99,76411,South
2024-02-22,16108,Widget C,15,9.99,149.85,8626,South
2024-07-19,48191,Gadget B,14,12.5,175.0,84173,East
2024-02-15,77869,Widget A,9,5.99,53.91,52265,South
2024-07-11,69201,Widget A,7,5.99,41.93,10844,North
2024-05-04,95047,Gadget B,8,12.5,100.0,7148,North
2024-07-06,5155,Widget A,13,5.99,77.87,1244,South
2024-04-26,21142,Gadget B,5,12.5,62.5,8879,West
2024-03-04,49436,Gadget B,19,12.5,237.5,11897,West
2024-01-27,3600,Gadget B,10,12.5,125.0,25007,South
2024-05-27,30098,Widget A,13,5.99,77.87,20773,North
2024-04-15,47593,Gadget B,12,12.5,150.0,63701,East
2024-08-16,30444,Gizmo D,6,19.99,119.94,72206,East
2024-07-11,67604,Widget A,8,5.99,47.92,74584,East
2024-02-21,83092,Gizmo D,11,19.99,219.89,10932,East
2024-04-22,9630,Gizmo D,11,19.99,219.89,94532,South
2024-01-31,88569,Gadget B,7,12.5,87.5,33848,West
2024-05-18,53668,Gizmo D,8,19.99,159.92,17927,South
2024-09-20,75539,Widget C,11,9.99,109.89,33371,South
2024-03-15,91008,Widget A,4,5.99,23.96,24314,South
2024-07-11,16186,Widget A,15,5.99,89.85,30947,North
2024-01-24,66984,Gizmo D,15,19.99,299.85,9555,North
2024-04-13,18842,Widget C,2,9.99,19.98,76919,South
2024-02-07,8697,Gizmo D,7,19.99,139.93,81553,North
2024-05-20,77657,Gizmo D,6,19.99,119.94,62030,West
2024-06-15,14134,Widget C,4,9.99,39.96,45801,North
2024-07-10,73060,Gizmo D,10,19.99,199.9,64245,West
2024-04-02,13895,Gadget B,17,12.5,212.5,17706,East
2024-06-28,50190,Gizmo D,5,19.99,99.95,27712,West
2024-08-28,69684,Gadget B,7,12.5,87.5,23936,East
2024-05-04,44297,Gizmo D,19,19.99,379.81,33532,South
2024-05-27,24313,Gizmo D,9,19.99,179.91,12443,South
2024-01-01,97950,Widget C,20,9.99,199.8,74785,East
2024-08-26,53757,Gizmo D,8,19.99,159.92,18729,West
2024-01-12,96604,Gadget B,14,12.5,175.0,80651,North
2024-05-31,5689,Widget C,15,9.99,149.85,5899,North
2024-08-07,83326,Widget A,20,5.99,119.8,71662,South
2024-08-16,11075,Gadget B,12,12.5,150.0,65642,East
2024-06-22,12007,Gadget B,11,12.5,137.5,24084,West
2024-01-01,2159,Widget A,13,5.99,77.87,24610,East
2024-01-03,70032,Gizmo D,15,19.99,299.85,74628,North
2024-03-26,59637,Widget A,8,5.99,47.92,16195,South
2024-07-25,21731,Widget A,11,5.99,65.89,77522,West
2024-09-22,8387,Gadget B,5,12.5,62.5,76536,West
2024-06-02,24216,Widget A,11,5.99,65.89,92854,North
2024-06-09,50075,Widget C,19,9.99,189.81,83527,West
2024-04-09,19974,Gadget B,4,12.5,50.0,91043,South
2024-09-19,1650,Gadget B,2,12.5,25.0,27234,North
2024-02-26,88366,Gadget B,13,12.5,162.5,31431,North
2024-07-03,70243,Widget A,18,5.99,107.82,99036,South
2024-04-22,86363,Widget C,16,9.99,159.84,47899,East
2024-09-22,77133,Gizmo D,2,19.99,39.98,53,East
2024-07-17,19172,Gizmo D,1,19.99,19.99,1829,East
2024-07-12,58007,Gizmo D,10,19.99,199.9,71310,North
2024-06-10,92620,Widget C,2,9.99,19.98,9178,West
2024-04-22,36076,Widget C,10,9.99,99.9,22582,South
2024-04-27,37315,Gizmo D,2,19.99,39.98,93875,East
2024-03-31,32183,Widget C,7,9.99,69.93,31815,North
2024-08-26,17151,Gadget B,11,12.5,137.5,41665,South
2024-09-23,99213,Gadget B,17,12.5,212.5,54070,West
2024-03-02,65737,Gizmo D,6,19.99,119.94,15325,West
2024-03-16,52533,Gizmo D,7,19.99,139.93,99958,North
2024-02-14,29855,Widget C,20,9.99,199.8,97262,North
2024-05-05,49841,Gizmo D,4,19.99,79.96,91425,South
2024-07-21,54314,Widget C,4,9.99,39.96,29174,West
2024-03-23,7379,Widget C,11,9.99,109.89,77381,West
2024-07-01,27214,Widget C,15,9.99,149.85,37439,West
2024-01-07,99695,Gizmo D,12,19.99,239.88,88426,West
2024-06-16,99591,Widget C,5,9.99,49.95,49960,West
2024-09-21,88241,Widget C,7,9.99,69.93,21734,South
2024-07-09,56808,Widget C,12,9.99,119.88,69595,West
2024-07-28,73415,Gadget B,5,12.5,62.5,34102,North
2024-06-14,94969,Gizmo D,10,19.99,199.9,56285,East
2024-08-06,41248,Widget C,9,9.99,89.91,37458,West
2024-03-22,86721,Gizmo D,14,19.99,279.86,74960,South
2024-06-25,47244,Widget A,20,5.99,119.8,69351,East
2024-01-16,50427,Widget C,1,9.99,9.99,29475,East
2024-06-24,54319,Widget A,11,5.99,65.89,1691,North
2024-08-26,57701,Gadget B,14,12.5,175.0,35180,North
2024-09-28,51003,Widget C,17,9.99,169.83,99070,West
2024-03-04,76809,Gizmo D,17,19.99,339.83,90409,North
2024-06-12,10012,Gizmo D,13,19.99,259.87,23133,North
2024-03-21,75439,Widget C,17,9.99,169.83,75852,North
2024-05-01,2682,Gizmo D,17,19.99,339.83,22438,East
2024-09-21,93657,Widget A,1,5.99,5.99,50542,East
2024-09-16,2485,Widget C,5,9.99,49.95,9229,East
2024-07-07,87787,Widget A,14,5.99,83.86,72761,West
2024-08-15,46304,Gizmo D,15,19.99,299.85,34598,North
2024-08-31,69437,Widget C,7,9.99,69.93,82218,East
2024-03-14,29437,Gadget B,6,12.5,75.0,36753,North
2024-07-18,62680,Gizmo D,14,19.99,279.86,81695,South
2024-01-12,80059,Widget A,17,5.99,101.83,42599,South
2024-06-07,34636,Gadget B,6,12.5,75.0,63776,North
2024-07-18,24035,Widget C,14,9.99,139.86,72958,North
2024-05-02,17092,Widget C,18,9.99,179.82,33269,East
2024-06-01,26166,Widget C,16,9.99,159.84,79552,South
2024-04-18,26168,Widget C,14,9.99,139.86,87924,East
2024-08-19,49796,Gadget B,2,12.5,25.0,3076,North
2024-08-05,87584,Gizmo D,13,19.99,259.87,63669,West
2024-04-20,22116,Widget C,20,9.99,199.8,55614,South
2024-03-25,64706,Gizmo D,20,19.99,399.8,3656,West
2024-05-11,91785,Widget C,19,9.99,189.81,76336,West
2024-05-10,37764,Gizmo D,7,19.99,139.93,69103,North
2024-09-05,73120,Widget C,3,9.99,29.97,34665,East
2024-08-31,14250,Gadget B,2,12.5,25.0,17149,North
2024-01-07,2533,Widget A,16,5.99,95.84,89225,West
2024-04-17,71371,Gizmo D,3,19.99,59.97,8294,South
2024-07-22,15508,Gadget B,19,12.5,237.5,67120,West
2024-08-30,42166,Widget A,11,5.99,65.89,55795,South
2024-04-23,30790,Widget C,8,9.99,79.92,85334,South
2024-04-20,70092,Gadget B,10,12.5,125.0,26512,North
2024-01-18,10642,Widget A,12,5.99,71.88,38742,North
2024-06-24,20381,Gizmo D,19,19.99,379.81,77434,East
2024-08-07,22335,Widget C,6,9.99,59.94,30037,North
2024-03-08,89078,Widget C,16,9.99,159.84,65074,North
2024-01-04,61770,Widget A,15,5.99,89.85,20430,West
2024-03-09,18963,Widget C,3,9.99,29.97,63704,East
2024-05-12,28948,Gadget B,11,12.5,137.5,99529,North
2024-02-28,3294,Widget C,9,9.99,89.91,41372,North
2024-08-22,18034,Gadget B,20,12.5,250.0,51833,North
2024-05-07,98188,Gizmo D,16,19.99,319.84,74633,West
2024-07-13,65878,Gadget B,19,12.5,237.5,97460,South
2024-01-05,35299,Gizmo D,5,19.99,99.95,63346,South
2024-07-28,21617,Gadget B,1,12.5,12.5,82148,West
2024-07-15,9061,Widget C,18,9.99,179.82,54343,East
2024-07-09,70181,Gadget B,19,12.5,237.5,17443,East
2024-02-16,37206,Widget C,1,9.99,9.99,87881,West
2024-05-15,96871,Widget A,1,5.99,5.99,10806,South
2024-02-05,26896,Widget A,18,5.99,107.82,13479,West
2024-05-01,55252,Widget A,6,5.99,35.94,94921,South
2024-06-01,65583,Widget A,18,5.99,107.82,42457,South
2024-04-29,12268,Gadget B,5,12.5,62.5,36772,West
2024-05-18,27896,Gizmo D,4,19.99,79.96,69208,South
2024-02-09,75516,Gizmo D,18,19.99,359.82,70943,East
2024-04-26,73203,Gadget B,15,12.5,187.5,97507,East
2024-04-24,55073,Widget A,20,5.99,119.8,55008,East
2024-06-30,48914,Widget C,4,9.99,39.96,46837,North
2024-09-19,74925,Widget C,4,9.99,39.96,39569,West
2024-06-26,98306,Gadget B,10,12.5,125.0,30793,South
2024-07-12,56737,Widget C,17,9.99,169.83,66601,North
2024-09-17,37290,Gadget B,7,12.5,87.5,57214,East
2024-06-25,63759,Widget C,4,9.99,39.96,13459,West
2024-01-07,67635,Widget C,11,9.99,109.89,76372,South
2024-08-05,41990,Widget C,11,9.99,109.89,8237,South
2024-01-19,26106,Gizmo D,15,19.99,299.85,80431,East
2024-09-13,12723,Gadget B,13,12.5,162.5,98182,South
2024-07-10,47530,Gizmo D,6,19.99,119.94,92484,South
2024-04-01,83737,Gizmo D,19,19.99,379.81,67941,South
2024-07-21,97902,Widget C,2,9.99,19.98,87373,East
2024-07-03,67474,Gizmo D,9,19.99,179.91,51361,East
2024-03-16,49499,Widget C,1,9.99,9.99,87684,South
2024-02-09,7318,Gizmo D,13,19.99,259.87,92695,West
2024-07-22,25878,Gadget B,7,12.5,87.5,34030,East
2024-07-08,77929,Widget C,2,9.99,19.98,99699,South
2024-03-24,4948,Widget A,1,5.99,5.99,72214,West
2024-05-12,71796,Widget C,10,9.99,99.9,89883,East
2024-07-29,96581,Widget C,15,9.99,149.85,32108,West
2024-07-21,54890,Widget C,9,9.99,89.91,59956,North
2024-06-02,35893,Gizmo D,18,19.99,359.82,26780,East
2024-09-05,7910,Gizmo D,15,19.99,299.85,23688,North
2024-03-06,31197,Widget C,4,9.99,39.96,76114,South
2024-06-15,61347,Gadget B,20,12.5,250.0,96410,South
2024-08-07,64035,Widget C,11,9.99,109.89,67826,North
2024-05-15,66660,Widget A,1,5.99,5.99,18474,West
2024-07-21,50853,Widget A,11,5.99,65.89,71948,North
2024-02-19,65998,Widget C,8,9.99,79.92,74635,South
2024-01-26,14970,Widget A,10,5.99,59.9,35253,East
2024-03-11,81366,Gadget B,16,12.5,200.0,8862,South
2024-09-04,49840,Widget C,2,9.99,19.98,16093,West
2024-01-31,39674,Widget A,8,5.99,47.92,91690,East
2024-09-24,16931,Widget C,15,9.99,149.85,93610,East
2024-01-29,29916,Gizmo D,3,19.99,59.97,55933,North
2024-03-07,63102,Gadget B,18,12.5,225.0,83608,North
2024-07-18,85078,Widget A,12,5.99,71.88,12195,West
2024-05-31,8756,Gadget B,14,12.5,175.0,95865,North
2024-04-30,8151,Gadget B,1,12.5,12.5,55790,North
2024-07-28,13672,Gizmo D,19,19.99,379.81,78186,East
2024-02-18,57345,Widget A,1,5.99,5.99,68037,West
2024-06-25,9463,Widget A,20,5.99,119.8,93766,North
2024-09-20,70139,Gizmo D,17,19.99,339.83,27563,North
2024-05-09,34323,Widget C,7,9.99,69.93,21902,West
2024-04-15,94586,Gizmo D,10,19.99,199.9,54603,North
2024-02-14,38405,Gizmo D,16,19.99,319.84,1199,North
2024-02-18,58675,Widget C,14,9.99,139.86,98289,East
2024-03-25,65035,Widget C,1,9.99,9.99,92657,North
2024-09-29,15985,Widget A,2,5.99,11.98,7975,North
2024-05-13,39439,Gadget B,5,12.5,62.5,81278,West
2024-03-27,35403,Gizmo D,7,19.99,139.93,30395,South
2024-08-24,25254,Gadget B,9,12.5,112.5,97966,West
2024-01-25,20493,Gizmo D,11,19.99,219.89,46145,North
2024-06-13,68428,Gadget B,10,12.5,125.0,46079,North
2024-02-03,69005,Gizmo D,9,19.99,179.91,55748,South
2024-03-23,98100,Widget C,16,9.99,159.84,33510,East
2024-04-13,23269,Gizmo D,11,19.99,219.89,49999,South
2024-01-17,83483,Widget A,8,5.99,47.92,59147,West
2024-05-24,78690,Gadget B,9,12.5,112.5,54023,North
2024-07-30,68457,Gizmo D,2,19.99,39.98,10926,South
2024-01-10,65101,Gadget B,18,12.5,225.0,93669,North
2024-09-05,93225,Gadget B,2,12.5,25.0,70793,West
2024-05-19,93138,Widget C,10,9.99,99.9,97768,South
2024-03-06,39459,Widget C,13,9.99,129.87,58507,East
2024-01-12,11713,Widget A,5,5.99,29.95,96462,South
2024-08-14,48922,Widget A,20,5.99,119.8,81544,East
2024-05-14,5777,Widget A,14,5.99,83.86,50250,West
2024-09-29,59390,Gadget B,8,12.5,100.0,42741,West
2024-04-30,70638,Gadget B,18,12.5,225.0,27030,East
2024-07-19,91401,Widget A,18,5.99,107.82,19864,West
2024-06-17,80494,Gadget B,17,12.5,212.5,68189,North
2024-02-14,25282,Gizmo D,2,19.99,39.98,78760,North
2024-09-06,52071,Widget C,12,9.99,119.88,15531,East
2024-08-05,85852,Gizmo D,4,19.99,79.96,21993,East
2024-02-07,39678,Widget C,12,9.99,119.88,96872,West
2024-01-14,85700,Widget C,14,9.99,139.86,7111,South
2024-01-11,97219,Widget C,12,9.99,119.88,14485,South
2024-08-28,53011,Widget C,5,9.99,49.95,16317,West
2024-08-26,81548,Gizmo D,14,19.99,279.86,7617,South
2024-03-16,99038,Widget A,17,5.99,101.83,14576,West
2024-07-27,62336,Widget A,8,5.99,47.92,69100,South
2024-08-29,13618,Widget A,6,5.99,35.94,36242,East
2024-08-19,31907,Gizmo D,2,19.99,39.98,44990,South
2024-04-22,56691,Gizmo D,2,19.99,39.98,49860,North
2024-09-27,51954,Widget C,16,9.99,159.84,73343,North
2024-07-12,8191,Gadget B,5,12.5,62.5,55777,West
2024-01-06,99976,Gadget B,7,12.5,87.5,6939,South
2024-01-09,49633,Gizmo D,4,19.99,79.96,37266,West
2024-03-10,58894,Gadget B,13,12.5,162.5,46844,North
2024-06-24,87225,Widget C,5,9.99,49.95,65378,North
2024-04-06,92141,Widget A,14,5.99,83.86,53423,North
2024-08-20,23446,Widget C,7,9.99,69.93,53797,South
2024-03-18,57338,Widget A,17,5.99,101.83,89186,North
2024-07-23,72909,Widget C,1,9.99,9.99,98038,South
2024-08-12,85364,Widget A,11,5.99,65.89,15514,West
2024-06-18,61000,Gizmo D,3,19.99,59.97,60583,South
2024-05-31,6235,Widget A,5,5.99,29.95,95635,North
2024-03-09,51976,Gizmo D,6,19.99,119.94,35167,South
2024-07-08,67229,Widget C,19,9.99,189.81,30357,East
2024-09-22,34229,Widget C,19,9.99,189.81,42379,North
2024-03-31,36541,Gizmo D,12,19.99,239.88,44469,North
2024-04-05,42673,Widget C,7,9.99,69.93,6975,West
2024-02-13,67254,Widget C,13,9.99,129.87,40193,West
2024-02-07,24487,Gadget B,10,12.5,125.0,44486,West
2024-02-01,29,Gizmo D,14,19.99,279.86,55797,North
2024-08-09,12062,Gadget B,4,12.5,50.0,93870,South
2024-04-04,84138,Widget C,12,9.99,119.88,45610,West
2024-03-10,90393,Widget C,8,9.99,79.92,28855,West
2024-01-27,1204,Gizmo D,12,19.99,239.88,64085,North
2024-08-08,69147,Widget C,4,9.99,39.96,81913,East
2024-04-15,39975,Gizmo D,5,19.99,99.95,93923,West
2024-08-16,21586,Widget A,5,5.99,29.95,71931,North
2024-08-01,21685,Gizmo D,1,19.99,19.99,94464,North
